/coconut/avgasa.bch;true;22.4081;4250;2125;1551;2084;41
/coconut/batch.bch;true;1084.19;30500;15250;15250;15150;100
/coconut/dipigri.bch;true;40.5211;7956;3978;3970;3928;50
/coconut/disc2.bch;true;10.9684;490;245;235;216;29
/coconut/dixchlng.bch;true;14.3471;1686;843;822;798;45
/medium/ex2_1_7.bch;true;118.141;2566;1283;1283;42;1241
/medium/ex2_1_7.bch;true;116.133;2566;1283;1283;24;1259
